"ID_Venta","ID_Producto","Fecha","Zip","Unidades","Ingreso","Pais.x","Producto","Categoria","Segmento","Fabricante","Estado","Pais.y"
448,782,"2/16/2015","T2H",1,1271.97,"Canada","Natura RP-70","Rural","Productivity","Natura","Alberta","Canada"
449,1392,"2/16/2015","T6R",1,2077.74,"Canada","Quibus RP-84","Rural","Productivity","Quibus","Alberta","Canada"
450,907,"2/5/2015","V5N",1,7307.37,"Canada","Natura UE-16","Urban","Extreme","Natura","British Columbia","Canada"
451,2332,"2/16/2015","T5L",1,6293.7,"Canada","Aliqui UE-06","Urban","Extreme","Aliqui","Alberta","Canada"
452,491,"2/17/2015","T6T",1,11339.37,"Canada","Maximus UM-96","Urban","Moderation","VanArsdel","Alberta","Canada"
453,981,"2/17/2015","T5K",1,2141.37,"Canada","Natura UC-44","Urban","Convenience","Natura","Alberta","Canada"
454,548,"2/17/2015","T6K",1,6236.37,"Canada","Maximus UC-13","Urban","Convenience","VanArsdel","Alberta","Canada"
455,659,"2/18/2015","V6R",1,17639.37,"Canada","Maximus UC-24","Urban","Convenience","VanArsdel","British Columbia","Canada"
456,1703,"2/18/2015","V5N",1,1290.87,"Canada","Salvus YY-14","Youth","Youth","Salvus","British Columbia","Canada"
457,433,"2/20/2015","T3G",1,11969.37,"Canada","Maximus UM-38","Urban","Moderation","VanArsdel","Alberta","Canada"
458,1183,"3/31/2015","T6E",1,7433.37,"Canada","Pirum UE-19","Urban","Extreme","Pirum","Alberta","Canada"
459,407,"6/24/2015","T1Y",1,20505.87,"Canada","Maximus UM-12","Urban","Moderation","VanArsdel","Alberta","Canada"
460,506,"5/24/2015","V6Z",1,15560.37,"Canada","Maximus UM-11","Urban","Moderation","VanArsdel","British Columbia","Canada"
461,615,"5/24/2015","V5W",1,8189.37,"Canada","Maximus UC-80","Urban","Convenience","VanArsdel","British Columbia","Canada"
462,1171,"5/25/2015","R2G",1,4283.37,"Canada","Pirum UE-07","Urban","Extreme","Pirum","Manitoba","Canada"
463,1347,"5/25/2015","T5B",1,4156.74,"Canada","Quibus RP-39","Rural","Productivity","Quibus","Alberta","Canada"
464,650,"6/24/2015","T6R",1,6173.37,"Canada","Maximus UC-15","Urban","Convenience","VanArsdel","Alberta","Canada"
465,1211,"6/24/2015","T6E",1,8630.37,"Canada","Pirum UC-13","Urban","Convenience","Pirum","Alberta","Canada"
466,2295,"6/24/2015","T2C",1,11459.7,"Canada","Aliqui UM-10","Urban","Moderation","Aliqui","Alberta","Canada"
467,549,"6/25/2015","V6A",1,6614.37,"Canada","Maximus UC-14","Urban","Convenience","VanArsdel","British Columbia","Canada"
468,1220,"6/25/2015","T6G",1,7748.37,"Canada","Pirum UC-22","Urban","Convenience","Pirum","Alberta","Canada"
469,1175,"6/25/2015","V6T",1,7622.37,"Canada","Pirum UE-11","Urban","Extreme","Pirum","British Columbia","Canada"
470,2284,"6/25/2015","V5Z",1,4403.7,"Canada","Aliqui RS-17","Rural","Select","Aliqui","British Columbia","Canada"
471,457,"6/25/2015","T6E",1,11969.37,"Canada","Maximus UM-62","Urban","Moderation","VanArsdel","Alberta","Canada"
472,1053,"3/31/2015","T3C",1,3527.37,"Canada","Pirum MA-11","Mix","All Season","Pirum","Alberta","Canada"
473,2275,"3/31/2015","V5Z",1,4661.37,"Canada","Aliqui RS-08","Rural","Select","Aliqui","British Columbia","Canada"
474,440,"3/31/2015","T6G",1,19529.37,"Canada","Maximus UM-45","Urban","Moderation","VanArsdel","Alberta","Canada"
475,2385,"3/31/2015","V6Z",1,9437.4,"Canada","Aliqui UC-33","Urban","Convenience","Aliqui","British Columbia","Canada"
476,1009,"4/1/2015","T6E",1,1353.87,"Canada","Natura YY-10","Youth","Youth","Natura","Alberta","Canada"
477,636,"1/18/2015","V6S",1,11118.87,"Canada","Maximus UC-01","Urban","Convenience","VanArsdel","British Columbia","Canada"
478,1085,"3/18/2015","T5Y",1,1101.87,"Canada","Pirum RP-31","Rural","Productivity","Pirum","Alberta","Canada"
479,407,"3/18/2015","T2J",1,20505.87,"Canada","Maximus UM-12","Urban","Moderation","VanArsdel","Alberta","Canada"
480,2055,"3/18/2015","V5N",1,7874.37,"Canada","Currus UE-15","Urban","Extreme","Currus","British Columbia","Canada"
481,496,"3/18/2015","T2J",1,11147.85,"Canada","Maximus UM-01","Urban","Moderation","VanArsdel","Alberta","Canada"
482,556,"3/18/2015","V5V",1,10394.37,"Canada","Maximus UC-21","Urban","Convenience","VanArsdel","British Columbia","Canada"
483,939,"3/18/2015","T2X",1,4409.37,"Canada","Natura UC-02","Urban","Convenience","Natura","Alberta","Canada"
484,590,"3/18/2015","T2X",1,10709.37,"Canada","Maximus UC-55","Urban","Convenience","VanArsdel","Alberta","Canada"
485,2269,"2/23/2015","V6A",1,3936.87,"Canada","Aliqui RS-02","Rural","Select","Aliqui","British Columbia","Canada"
486,2237,"2/24/2015","T6T",1,2330.37,"Canada","Aliqui RP-34","Rural","Productivity","Aliqui","Alberta","Canada"
487,2280,"2/24/2015","T6R",1,2046.87,"Canada","Aliqui RS-13","Rural","Select","Aliqui","Alberta","Canada"
488,1991,"2/24/2015","V5W",1,3842.37,"Canada","Currus RS-10","Rural","Select","Currus","British Columbia","Canada"
489,2236,"2/24/2015","T6T",1,2330.37,"Canada","Aliqui RP-33","Rural","Productivity","Aliqui","Alberta","Canada"
490,1175,"2/24/2015","T6E",1,8441.37,"Canada","Pirum UE-11","Urban","Extreme","Pirum","Alberta","Canada"
491,819,"2/24/2015","T5W",1,15528.87,"Canada","Natura UM-03","Urban","Moderation","Natura","Alberta","Canada"
492,609,"1/18/2015","V5V",1,10079.37,"Canada","Maximus UC-74","Urban","Convenience","VanArsdel","British Columbia","Canada"
493,1178,"1/19/2015","V7P",1,7086.87,"Canada","Pirum UE-14","Urban","Extreme","Pirum","British Columbia","Canada"
494,457,"1/19/2015","T6E",1,11969.37,"Canada","Maximus UM-62","Urban","Moderation","VanArsdel","Alberta","Canada"
495,1521,"1/19/2015","V6A",1,6298.74,"Canada","Quibus RP-13","Rural","Productivity","Quibus","British Columbia","Canada"
496,1522,"1/19/2015","V6A",1,6298.74,"Canada","Quibus RP-14","Rural","Productivity","Quibus","British Columbia","Canada"
497,2069,"3/30/2015","L5N",1,6299.37,"Canada","Currus UC-04","Urban","Convenience","Currus","Ontario","Canada"
498,1049,"3/24/2015","R3S",1,3086.37,"Canada","Pirum MA-07","Mix","All Season","Pirum","Manitoba","Canada"
499,438,"3/25/2015","M5N",1,11525.85,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","Ontario","Canada"
500,1183,"3/25/2015","M7Y",1,7275.87,"Canada","Pirum UE-19","Urban","Extreme","Pirum","Ontario","Canada"
501,759,"4/6/2015","M7Y",1,1983.87,"Canada","Natura RP-47","Rural","Productivity","Natura","Ontario","Canada"
502,438,"4/6/2015","M4E",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","Ontario","Canada"
503,676,"4/6/2015","M6H",1,9134.37,"Canada","Maximus UC-41","Urban","Convenience","VanArsdel","Ontario","Canada"
504,556,"4/6/2015","R3K",1,10268.37,"Canada","Maximus UC-21","Urban","Convenience","VanArsdel","Manitoba","Canada"
505,699,"4/6/2015","M4P",1,2865.87,"Canada","Natura MA-06","Mix","All Season","Natura","Ontario","Canada"
506,826,"3/26/2015","K1H",1,12536.37,"Canada","Natura UM-10","Urban","Moderation","Natura","Ontario","Canada"
507,985,"3/26/2015","R3V",1,9764.37,"Canada","Natura UC-48","Urban","Convenience","Natura","Manitoba","Canada"
508,993,"3/26/2015","M4E",1,4409.37,"Canada","Natura UC-56","Urban","Convenience","Natura","Ontario","Canada"
509,457,"4/17/2015","M4E",1,11969.37,"Canada","Maximus UM-62","Urban","Moderation","VanArsdel","Ontario","Canada"
510,438,"4/18/2015","H1G",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","Quebec","Canada"
511,407,"3/20/2015","L5P",1,20505.87,"Canada","Maximus UM-12","Urban","Moderation","VanArsdel","Ontario","Canada"
512,2280,"3/20/2015","R3B",1,2046.87,"Canada","Aliqui RS-13","Rural","Select","Aliqui","Manitoba","Canada"
513,633,"3/21/2015","M4V",1,6803.37,"Canada","Maximus UC-98","Urban","Convenience","VanArsdel","Ontario","Canada"
514,590,"3/21/2015","L5N",1,10709.37,"Canada","Maximus UC-55","Urban","Convenience","VanArsdel","Ontario","Canada"
515,577,"3/21/2015","R3E",1,12284.37,"Canada","Maximus UC-42","Urban","Convenience","VanArsdel","Manitoba","Canada"
516,443,"3/21/2015","L5R",1,11084.85,"Canada","Maximus UM-48","Urban","Moderation","VanArsdel","Ontario","Canada"
517,674,"3/9/2015","R3V",1,8315.37,"Canada","Maximus UC-39","Urban","Convenience","VanArsdel","Manitoba","Canada"
518,927,"3/9/2015","M4S",1,6173.37,"Canada","Natura UE-36","Urban","Extreme","Natura","Ontario","Canada"
519,1049,"3/9/2015","M7Y",1,3086.37,"Canada","Pirum MA-07","Mix","All Season","Pirum","Ontario","Canada"
520,342,"3/9/2015","H1B",1,8816.85,"Canada","Fama UE-63","Urban","Extreme","Fama","Quebec","Canada"
521,2090,"1/27/2015","L5G",1,4598.37,"Canada","Currus UC-25","Urban","Convenience","Currus","Ontario","Canada"
522,676,"1/28/2015","R3E",1,9134.37,"Canada","Maximus UC-41","Urban","Convenience","VanArsdel","Manitoba","Canada"
523,1145,"1/28/2015","L5R",1,4031.37,"Canada","Pirum UR-02","Urban","Regular","Pirum","Ontario","Canada"
524,531,"2/7/2015","M6H",1,7556.85,"Canada","Maximus UE-19","Urban","Extreme","VanArsdel","Ontario","Canada"
525,615,"4/7/2015","L4Y",1,8189.37,"Canada","Maximus UC-80","Urban","Convenience","VanArsdel","Ontario","Canada"
526,676,"4/7/2015","M6H",1,9134.37,"Canada","Maximus UC-41","Urban","Convenience","VanArsdel","Ontario","Canada"
527,734,"3/10/2015","R3B",1,4787.37,"Canada","Natura RP-22","Rural","Productivity","Natura","Manitoba","Canada"
528,965,"3/10/2015","K1H",1,6299.37,"Canada","Natura UC-28","Urban","Convenience","Natura","Ontario","Canada"
529,674,"3/10/2015","M5K",1,8189.37,"Canada","Maximus UC-39","Urban","Convenience","VanArsdel","Ontario","Canada"
530,2060,"4/27/2015","M4V",1,4409.37,"Canada","Currus UE-20","Urban","Extreme","Currus","Ontario","Canada"
531,545,"4/27/2015","R3B",1,10835.37,"Canada","Maximus UC-10","Urban","Convenience","VanArsdel","Manitoba","Canada"
532,1078,"6/28/2015","M4E",1,4220.37,"Canada","Pirum RP-24","Rural","Productivity","Pirum","Ontario","Canada"
533,1180,"3/29/2015","M4E",1,6299.37,"Canada","Pirum UE-16","Urban","Extreme","Pirum","Ontario","Canada"
534,443,"3/29/2015","R3H",1,11084.85,"Canada","Maximus UM-48","Urban","Moderation","VanArsdel","Manitoba","Canada"
535,506,"1/13/2015","R2G",1,15560.37,"Canada","Maximus UM-11","Urban","Moderation","VanArsdel","Manitoba","Canada"
536,1883,"1/13/2015","V6S",1,9134.37,"Canada","Leo UC-02","Urban","Convenience","Leo","British Columbia","Canada"
537,1129,"1/14/2015","R2P",1,5543.37,"Canada","Pirum UM-06","Urban","Moderation","Pirum","Manitoba","Canada"
538,1518,"1/14/2015","V6S",1,2770.74,"Canada","Quibus RP-10","Rural","Productivity","Quibus","British Columbia","Canada"
539,2092,"1/14/2015","R2C",1,4220.37,"Canada","Currus UC-27","Urban","Convenience","Currus","Manitoba","Canada"
540,1517,"1/14/2015","V6S",1,2770.74,"Canada","Quibus RP-09","Rural","Productivity","Quibus","British Columbia","Canada"
541,556,"1/15/2015","V7W",1,10268.37,"Canada","Maximus UC-21","Urban","Convenience","VanArsdel","British Columbia","Canada"
542,240,"1/16/2015","V5M",1,5528.25,"Canada","Fama UR-12","Urban","Regular","Fama","British Columbia","Canada"
543,430,"1/17/2015","T2J",1,10827.81,"Canada","Maximus UM-35","Urban","Moderation","VanArsdel","Alberta","Canada"
544,1145,"3/31/2015","V6E",1,4031.37,"Canada","Pirum UR-02","Urban","Regular","Pirum","British Columbia","Canada"
545,2045,"3/31/2015","V6Z",1,6173.37,"Canada","Currus UE-05","Urban","Extreme","Currus","British Columbia","Canada"
546,491,"4/9/2015","V5X",1,10709.37,"Canada","Maximus UM-96","Urban","Moderation","VanArsdel","British Columbia","Canada"
547,478,"4/9/2015","V6H",1,17009.37,"Canada","Maximus UM-83","Urban","Moderation","VanArsdel","British Columbia","Canada"
548,676,"4/9/2015","T5C",1,9134.37,"Canada","Maximus UC-41","Urban","Convenience","VanArsdel","Alberta","Canada"
549,808,"4/9/2015","T5K",1,4125.87,"Canada","Natura RS-12","Rural","Select","Natura","Alberta","Canada"
550,1182,"4/9/2015","T5Y",1,2834.37,"Canada","Pirum UE-18","Urban","Extreme","Pirum","Alberta","Canada"
551,777,"6/26/2015","T2P",1,1542.87,"Canada","Natura RP-65","Rural","Productivity","Natura","Alberta","Canada"
552,556,"6/27/2015","V6Z",1,10268.37,"Canada","Maximus UC-21","Urban","Convenience","VanArsdel","British Columbia","Canada"
553,2086,"6/30/2015","T6E",1,2897.37,"Canada","Currus UC-21","Urban","Convenience","Currus","Alberta","Canada"
554,1061,"6/30/2015","T5H",1,1889.37,"Canada","Pirum RP-07","Rural","Productivity","Pirum","Alberta","Canada"
555,1344,"4/19/2015","V5V",2,8817.48,"Canada","Quibus RP-36","Rural","Productivity","Quibus","British Columbia","Canada"
556,2277,"4/20/2015","T6E",1,3527.37,"Canada","Aliqui RS-10","Rural","Select","Aliqui","Alberta","Canada"
557,1086,"4/20/2015","T6G",1,1322.37,"Canada","Pirum RP-32","Rural","Productivity","Pirum","Alberta","Canada"
558,1172,"4/20/2015","T5H",1,5732.37,"Canada","Pirum UE-08","Urban","Extreme","Pirum","Alberta","Canada"
559,1496,"4/20/2015","V6H",1,5038.74,"Canada","Quibus RP-88","Rural","Productivity","Quibus","British Columbia","Canada"
560,778,"4/20/2015","T6E",1,1542.87,"Canada","Natura RP-66","Rural","Productivity","Natura","Alberta","Canada"
561,438,"2/25/2015","T2C",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","Alberta","Canada"
562,567,"2/25/2015","T6K",1,10520.37,"Canada","Maximus UC-32","Urban","Convenience","VanArsdel","Alberta","Canada"
563,478,"2/25/2015","T2C",1,17009.37,"Canada","Maximus UM-83","Urban","Moderation","VanArsdel","Alberta","Canada"
564,585,"2/26/2015","T1Y",1,5039.37,"Canada","Maximus UC-50","Urban","Convenience","VanArsdel","Alberta","Canada"
565,762,"2/26/2015","T2J",1,2330.37,"Canada","Natura RP-50","Rural","Productivity","Natura","Alberta","Canada"
566,457,"1/20/2015","R2G",1,11969.37,"Canada","Maximus UM-62","Urban","Moderation","VanArsdel","Manitoba","Canada"
567,438,"1/21/2015","V7W",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","British Columbia","Canada"
568,1172,"1/21/2015","T2X",1,5732.37,"Canada","Pirum UE-08","Urban","Extreme","Pirum","Alberta","Canada"
569,115,"1/21/2015","V7W",1,10584,"Canada","Abbas UM-42","Urban","Moderation","Abbas","British Columbia","Canada"
570,1763,"1/1/2015","T6G",1,5669.37,"Canada","Pomum UR-09","Urban","Regular","Pomum","Alberta","Canada"
571,1837,"1/1/2015","T5K",1,1952.37,"Canada","Pomum YY-32","Youth","Youth","Pomum","Alberta","Canada"
572,496,"1/4/2015","V7Y",1,11147.85,"Canada","Maximus UM-01","Urban","Moderation","VanArsdel","British Columbia","Canada"
573,1086,"1/5/2015","T1Y",1,1416.87,"Canada","Pirum RP-32","Rural","Productivity","Pirum","Alberta","Canada"
574,506,"2/26/2015","T1Y",1,15560.37,"Canada","Maximus UM-11","Urban","Moderation","VanArsdel","Alberta","Canada"
575,628,"2/26/2015","T6G",1,11503.8,"Canada","Maximus UC-93","Urban","Convenience","VanArsdel","Alberta","Canada"
576,690,"2/26/2015","T6E",1,4409.37,"Canada","Maximus UC-55","Urban","Convenience","VanArsdel","Alberta","Canada"
577,761,"2/26/2015","T2J",1,2330.37,"Canada","Natura RP-49","Rural","Productivity","Natura","Alberta","Canada"
578,2269,"2/26/2015","V6E",1,4188.87,"Canada","Aliqui RS-02","Rural","Select","Aliqui","British Columbia","Canada"
579,792,"1/22/2015","V5M",1,849.87,"Canada","Natura RP-80","Rural","Productivity","Natura","British Columbia","Canada"
580,2402,"1/22/2015","T6G",1,4151.7,"Canada","Aliqui YY-11","Youth","Youth","Aliqui","Alberta","Canada"
581,487,"1/22/2015","V5V",1,13229.37,"Canada","Maximus UM-92","Urban","Moderation","VanArsdel","British Columbia","Canada"
582,791,"1/22/2015","V5M",1,849.87,"Canada","Natura RP-79","Rural","Productivity","Natura","British Columbia","Canada"
583,2388,"1/24/2015","V6Z",1,4031.37,"Canada","Aliqui UC-36","Urban","Convenience","Aliqui","British Columbia","Canada"
584,1496,"1/25/2015","T2J",1,5038.74,"Canada","Quibus RP-88","Rural","Productivity","Quibus","Alberta","Canada"
585,959,"1/25/2015","V6S",1,10362.87,"Canada","Natura UC-22","Urban","Convenience","Natura","British Columbia","Canada"
586,407,"2/27/2015","T2J",1,20505.87,"Canada","Maximus UM-12","Urban","Moderation","VanArsdel","Alberta","Canada"
587,685,"2/28/2015","T3C",1,9449.37,"Canada","Maximus UC-50","Urban","Convenience","VanArsdel","Alberta","Canada"
588,506,"2/28/2015","T1Y",1,15560.37,"Canada","Maximus UM-11","Urban","Moderation","VanArsdel","Alberta","Canada"
589,2395,"1/7/2015","R2G",1,1889.37,"Canada","Aliqui YY-04","Youth","Youth","Aliqui","Manitoba","Canada"
590,1060,"1/8/2015","V5W",1,2078.37,"Canada","Pirum RP-06","Rural","Productivity","Pirum","British Columbia","Canada"
591,1086,"1/8/2015","V5W",1,1101.87,"Canada","Pirum RP-32","Rural","Productivity","Pirum","British Columbia","Canada"
592,1059,"1/8/2015","V5W",1,2078.37,"Canada","Pirum RP-05","Rural","Productivity","Pirum","British Columbia","Canada"
593,1085,"1/8/2015","V5W",1,1101.87,"Canada","Pirum RP-31","Rural","Productivity","Pirum","British Columbia","Canada"
594,1000,"1/9/2015","V6A",1,1290.87,"Canada","Natura YY-01","Youth","Youth","Natura","British Columbia","Canada"
595,438,"1/10/2015","V5Z",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","British Columbia","Canada"
596,1916,"1/11/2015","V6J",1,3590.37,"Canada","Currus MA-09","Mix","All Season","Currus","British Columbia","Canada"
597,2045,"1/11/2015","V6T",1,5921.37,"Canada","Currus UE-05","Urban","Extreme","Currus","British Columbia","Canada"
598,1115,"4/8/2015","V5V",1,5070.87,"Canada","Pirum RS-03","Rural","Select","Pirum","British Columbia","Canada"
599,2218,"4/8/2015","V5N",1,1826.37,"Canada","Aliqui RP-15","Rural","Productivity","Aliqui","British Columbia","Canada"
600,578,"4/8/2015","V6S",1,9449.37,"Canada","Maximus UC-43","Urban","Convenience","VanArsdel","British Columbia","Canada"
601,599,"4/9/2015","T2C",1,10643.85,"Canada","Maximus UC-64","Urban","Convenience","VanArsdel","Alberta","Canada"
602,835,"4/9/2015","T6G",1,6299.37,"Canada","Natura UM-19","Urban","Moderation","Natura","Alberta","Canada"
603,2077,"4/9/2015","T6E",1,4661.37,"Canada","Currus UC-12","Urban","Convenience","Currus","Alberta","Canada"
604,1212,"2/5/2015","V5X",1,5102.37,"Canada","Pirum UC-14","Urban","Convenience","Pirum","British Columbia","Canada"
605,438,"3/17/2015","T6E",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","Alberta","Canada"
606,491,"2/20/2015","V6S",1,10709.37,"Canada","Maximus UM-96","Urban","Moderation","VanArsdel","British Columbia","Canada"
607,506,"2/21/2015","V6J",1,15560.37,"Canada","Maximus UM-11","Urban","Moderation","VanArsdel","British Columbia","Canada"
608,615,"2/21/2015","T5B",1,8189.37,"Canada","Maximus UC-80","Urban","Convenience","VanArsdel","Alberta","Canada"
609,604,"2/21/2015","T5K",1,6299.37,"Canada","Maximus UC-69","Urban","Convenience","VanArsdel","Alberta","Canada"
610,506,"2/22/2015","R2G",1,15560.37,"Canada","Maximus UM-11","Urban","Moderation","VanArsdel","Manitoba","Canada"
611,1180,"2/22/2015","T6E",1,6173.37,"Canada","Pirum UE-16","Urban","Extreme","Pirum","Alberta","Canada"
612,501,"2/22/2015","T2C",1,13347.81,"Canada","Maximus UM-06","Urban","Moderation","VanArsdel","Alberta","Canada"
613,2284,"2/22/2015","T6G",1,4157.37,"Canada","Aliqui RS-17","Rural","Select","Aliqui","Alberta","Canada"
614,1053,"3/31/2015","R2C",1,3527.37,"Canada","Pirum MA-11","Mix","All Season","Pirum","Manitoba","Canada"
615,1228,"3/31/2015","V6R",1,1763.37,"Canada","Pirum UC-30","Urban","Convenience","Pirum","British Columbia","Canada"
616,2045,"3/31/2015","T5K",1,6173.37,"Canada","Currus UE-05","Urban","Extreme","Currus","Alberta","Canada"
617,1085,"1/5/2015","T1Y",1,1416.87,"Canada","Pirum RP-31","Rural","Productivity","Pirum","Alberta","Canada"
618,1049,"1/5/2015","V6J",1,3086.37,"Canada","Pirum MA-07","Mix","All Season","Pirum","British Columbia","Canada"
619,2396,"1/5/2015","V5V",1,1385.37,"Canada","Aliqui YY-05","Youth","Youth","Aliqui","British Columbia","Canada"
620,585,"1/6/2015","V6H",1,5039.37,"Canada","Maximus UC-50","Urban","Convenience","VanArsdel","British Columbia","Canada"
621,433,"2/23/2015","T6E",1,11969.37,"Canada","Maximus UM-38","Urban","Moderation","VanArsdel","Alberta","Canada"
622,407,"2/23/2015","T2C",1,20505.87,"Canada","Maximus UM-12","Urban","Moderation","VanArsdel","Alberta","Canada"
623,2396,"2/23/2015","V7Y",1,1385.37,"Canada","Aliqui YY-05","Youth","Youth","Aliqui","British Columbia","Canada"
624,676,"2/23/2015","T2C",1,9134.37,"Canada","Maximus UC-41","Urban","Convenience","VanArsdel","Alberta","Canada"
625,438,"2/23/2015","T2C",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","Alberta","Canada"
626,615,"3/6/2015","T6E",1,8189.37,"Canada","Maximus UC-80","Urban","Convenience","VanArsdel","Alberta","Canada"
627,516,"3/7/2015","T2C",1,6296.85,"Canada","Maximus UE-04","Urban","Extreme","VanArsdel","Alberta","Canada"
628,690,"3/7/2015","T2C",1,4409.37,"Canada","Maximus UC-55","Urban","Convenience","VanArsdel","Alberta","Canada"
629,549,"3/31/2015","T6E",1,6614.37,"Canada","Maximus UC-14","Urban","Convenience","VanArsdel","Alberta","Canada"
630,1142,"3/31/2015","T3C",1,8441.37,"Canada","Pirum UM-19","Urban","Moderation","Pirum","Alberta","Canada"
631,690,"3/31/2015","T5H",1,4409.37,"Canada","Maximus UC-55","Urban","Convenience","VanArsdel","Alberta","Canada"
632,568,"4/10/2015","T2J",1,10546.2,"Canada","Maximus UC-33","Urban","Convenience","VanArsdel","Alberta","Canada"
633,548,"4/10/2015","T1Y",1,6236.37,"Canada","Maximus UC-13","Urban","Convenience","VanArsdel","Alberta","Canada"
634,927,"4/10/2015","T5H",1,6173.37,"Canada","Natura UE-36","Urban","Extreme","Natura","Alberta","Canada"
635,438,"4/11/2015","T6R",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","Alberta","Canada"
636,1180,"4/12/2015","T6S",1,6173.37,"Canada","Pirum UE-16","Urban","Extreme","Pirum","Alberta","Canada"
637,1523,"4/12/2015","V6S",1,4408.74,"Canada","Quibus RP-15","Rural","Productivity","Quibus","British Columbia","Canada"
638,761,"1/7/2015","R2G",1,2298.87,"Canada","Natura RP-49","Rural","Productivity","Natura","Manitoba","Canada"
639,1171,"1/7/2015","R2G",1,4283.37,"Canada","Pirum UE-07","Urban","Extreme","Pirum","Manitoba","Canada"
640,762,"1/7/2015","R2G",1,2298.87,"Canada","Natura RP-50","Rural","Productivity","Natura","Manitoba","Canada"
641,985,"2/27/2015","T6T",1,9953.37,"Canada","Natura UC-48","Urban","Convenience","Natura","Alberta","Canada"
642,506,"2/27/2015","V5V",1,15560.37,"Canada","Maximus UM-11","Urban","Moderation","VanArsdel","British Columbia","Canada"
643,2055,"2/27/2015","V6S",1,7874.37,"Canada","Currus UE-15","Urban","Extreme","Currus","British Columbia","Canada"
644,487,"2/27/2015","T2H",1,13229.37,"Canada","Maximus UM-92","Urban","Moderation","VanArsdel","Alberta","Canada"
645,1495,"1/25/2015","T2J",1,5038.74,"Canada","Quibus RP-87","Rural","Productivity","Quibus","Alberta","Canada"
646,978,"2/18/2015","T2J",1,9638.37,"Canada","Natura UC-41","Urban","Convenience","Natura","Alberta","Canada"
647,1180,"2/18/2015","T6E",1,6299.37,"Canada","Pirum UE-16","Urban","Extreme","Pirum","Alberta","Canada"
648,981,"2/18/2015","T6K",1,2141.37,"Canada","Natura UC-44","Urban","Convenience","Natura","Alberta","Canada"
649,2045,"5/31/2015","T5K",1,6173.37,"Canada","Currus UE-05","Urban","Extreme","Currus","Alberta","Canada"
650,2367,"5/31/2015","T6E",1,5663.7,"Canada","Aliqui UC-15","Urban","Convenience","Aliqui","Alberta","Canada"
651,615,"4/30/2015","V5W",1,8189.37,"Canada","Maximus UC-80","Urban","Convenience","VanArsdel","British Columbia","Canada"
652,487,"4/23/2015","T5H",1,13229.37,"Canada","Maximus UM-92","Urban","Moderation","VanArsdel","Alberta","Canada"
653,204,"4/23/2015","T5J",1,11591.37,"Canada","Barba UM-06","Urban","Moderation","Barba","Alberta","Canada"
654,2354,"4/23/2015","T6T",1,4661.37,"Canada","Aliqui UC-02","Urban","Convenience","Aliqui","Alberta","Canada"
655,1126,"6/1/2015","T2J",1,8693.37,"Canada","Pirum UM-03","Urban","Moderation","Pirum","Alberta","Canada"
656,1223,"4/23/2015","T6B",1,4787.37,"Canada","Pirum UC-25","Urban","Convenience","Pirum","Alberta","Canada"
657,2275,"2/19/2015","V6Z",1,4661.37,"Canada","Aliqui RS-08","Rural","Select","Aliqui","British Columbia","Canada"
658,1009,"2/19/2015","T6R",1,1353.87,"Canada","Natura YY-10","Youth","Youth","Natura","Alberta","Canada"
659,183,"2/19/2015","T6V",1,8694,"Canada","Abbas UE-11","Urban","Extreme","Abbas","Alberta","Canada"
660,506,"2/20/2015","T6G",1,15560.37,"Canada","Maximus UM-11","Urban","Moderation","VanArsdel","Alberta","Canada"
661,520,"2/20/2015","T2C",1,7367.85,"Canada","Maximus UE-08","Urban","Extreme","VanArsdel","Alberta","Canada"
662,939,"2/20/2015","T3B",1,4598.37,"Canada","Natura UC-02","Urban","Convenience","Natura","Alberta","Canada"
663,992,"3/1/2015","T6E",1,3338.37,"Canada","Natura UC-55","Urban","Convenience","Natura","Alberta","Canada"
664,2350,"3/1/2015","V5X",1,4403.7,"Canada","Aliqui UE-24","Urban","Extreme","Aliqui","British Columbia","Canada"
665,545,"3/2/2015","V6H",1,10835.37,"Canada","Maximus UC-10","Urban","Convenience","VanArsdel","British Columbia","Canada"
666,2277,"3/2/2015","V6M",1,3653.37,"Canada","Aliqui RS-10","Rural","Select","Aliqui","British Columbia","Canada"
667,2054,"3/2/2015","V6A",1,7685.37,"Canada","Currus UE-14","Urban","Extreme","Currus","British Columbia","Canada"
668,2058,"3/2/2015","T2X",1,3275.37,"Canada","Currus UE-18","Urban","Extreme","Currus","Alberta","Canada"
669,828,"3/2/2015","T6V",1,10153.08,"Canada","Natura UM-12","Urban","Moderation","Natura","Alberta","Canada"
670,1722,"3/2/2015","T5J",1,1038.87,"Canada","Salvus YY-33","Youth","Youth","Salvus","Alberta","Canada"
